id,lat,lon,operador,color,recogida,ref,nombre,direccion,barrio,ciudad,cp,provincia
26580132,43.182968,-2.476844,Correos,,,,,"Romualdo Galdos kalea, Otaola-Kiñarra",Otaola-Kiñarra,Éibar,20600,Guipúzcoa
26593944,43.183778,-2.475279,Correos,,Mo-Sa 12:30,,,"Isasi kalea, Otaola-Kiñarra",Otaola-Kiñarra,Éibar,20600,Guipúzcoa
26835586,42.907379,-2.064849,Correos,,,,,Kale Nagusia,,Echarri Aranaz,31820,Navarra
29396856,43.649766,1.516592,Correos,,Mo-Sa 09:30,,,Boulevard de Ratalens,,Saint-Jean,31240,Occitania
35345786,39.649622,3.431687,Correos,,,,,Via de les Cales,,sa Costa de Canyamel,07589,Islas Baleares
35345912,39.656531,3.438731,Correos,,,,,Via de Melesigeni,,Canyamel,07589,Islas Baleares
35346353,39.657771,3.440604,Correos,,Mo-Fr 13:00; Sa 13:00; Su 13:00,,,"Via de Costa i Llobera, Canyamel Coves",Canyamel Coves,Canyamel,07589,Islas Baleares
83533572,37.186897,-3.603627,Correos,,Mo-Fr 13:00,,,"Plaza de San Isidro, Barrio del Hospital Real",Barrio del Hospital Real,Granada,18012,Granada
105440559,43.629492,3.870224,Correos,,Mo-Sa 12:30,,,"Place de la Voie Domitienne, Hôpitaux-Facultés",Hôpitaux-Facultés,Montpellier,34090,Occitania
105964248,43.621801,3.877171,Correos,,"Mo-Fr 09:00, Sa 08:00",,,"Rue des Loutres, Centre",Centre,Montpellier,34092,Occitania
117981264,43.623293,3.873607,Correos,,,,,"Rue du Pré aux Clercs, Centre",Centre,Montpellier,34092,Occitania
119315356,43.626463,3.867335,Correos,,,,,"Rue Henri Dunant, Centre",Centre,Montpellier,34090,Occitania
122368678,39.455237,-0.405373,Correos,,,,,"Calle de José Andreu Alabarta, Patraix",Patraix,Valencia,46014,Valencia
133573108,42.783506,-8.886526,Correos,,,,,"Rúa do Escultor Ferreiro, San Lázaro",San Lázaro,Noia,15200,Galicia
143097955,40.484766,-3.688789,Correos,,,,,"Calle de San Dacio, Fuencarral",Fuencarral,Madrid,28034,Comunidad de Madrid
150760840,40.44854,-3.716618,Correos,,,,,"Paseo de Juan XXIII, Moncloa-Aravaca",Moncloa-Aravaca,Madrid,28040,Comunidad de Madrid
167302668,40.413602,-3.69545,Correos,,,,,"Calle de Lope de Vega, Barrio de las Letras",Barrio de las Letras,Madrid,28014,Comunidad de Madrid
178820888,40.415226,-3.712563,Correos,,Mo-Fr 17:00,,,"Calle Mayor, Barrio de la Latina",Barrio de la Latina,Madrid,28013,Comunidad de Madrid
178821214,40.416344,-3.70593,Correos,,Mo-Fr 17:00,,,"Calle Mayor, Barrio de los Austrias",Barrio de los Austrias,Madrid,28013,Comunidad de Madrid
184049563,40.420768,-3.706957,Correos,,,,,"Calle de Silva, Palacio",Palacio,Madrid,28013,Comunidad de Madrid
191953582,41.375167,2.16919,Correos,,,,,"Avinguda del Paral·lel, Ciutat Vella",Ciutat Vella,Barcelona,08001,Barcelona
205292550,41.268636,2.011164,Correos,,Mo-Fr 13:00,,,"Avinguda d'Europa, Gavà Mar",Gavà Mar,Gavà,08850,Barcelona
206331113,42.60731,2.397918,Correos,,,,,Avenue d'En Cassa,,Ria-Sirach,66500,Occitania
211213414,40.434945,-3.627268,Correos,,,,,"Calle de Julián Camarillo, San Blas - Canillejas",San Blas - Canillejas,Madrid,28037,Comunidad de Madrid
235272270,43.3835,-3.738251,Correos,,,,,"Parque Monseñor de Cos Pérez, Los Tilos",Los Tilos,Medio Cudeyo,39710,Cantabria
240754407,43.599176,1.428391,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Place du Ravelin 8, Saint-Cyprien",Saint-Cyprien,Toulouse,31300,Occitania
244013205,43.63624,3.879408,Correos,,,,,"Allée Jean Rostand, Hôpitaux-Facultés",Hôpitaux-Facultés,Montpellier,34098,Occitania
246571249,43.598146,1.432163,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Place Intérieure Saint-Cyprien 11 bis, Saint-Cyprien",Saint-Cyprien,Toulouse,31300,Occitania
247081408,43.601714,1.439739,Correos,,,,,"Place de la Daurade, Capitole / Arnaud Bernard / Carmes",Capitole / Arnaud Bernard / Carmes,Toulouse,31000,Occitania
247092023,43.615019,3.886826,Correos,,,,,"Avenue de Saint-Maur, Centre",Centre,Montpellier,34064,Occitania
247118709,43.621667,3.894555,Correos,,,,,"Avenue de Saint-Maur, Centre",Centre,Montpellier,34000,Occitania
247118780,43.618501,3.894128,Correos,,,,,"Avenue Saint-André de Novigens, Centre",Centre,Montpellier,34064,Occitania
247324368,43.577977,3.835031,Correos,,,,,"Route de Montpellier, Les Coteaux",Les Coteaux,Saint-Jean-de-Védas,34430,Occitania
247324380,43.581135,3.834076,Correos,,,,,"Rue Engabanac, Louise Michel",Louise Michel,Saint-Jean-de-Védas,34430,Occitania
247688933,43.643193,1.521988,Correos,,Mo-Sa 09:00,,,Route de Lavaur,,Montrabé,31850,Occitania
247775580,43.594667,1.457033,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Rue Bernard Mulé 2, Côte Pavée",Côte Pavée,Toulouse,31400,Occitania
247938843,43.631717,1.486271,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Chemin de Gabardie, Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux",Jolimont / Soupetard / Roseraie / Gloire / Gramont / Amouroux,Toulouse,31200,Occitania
248067030,43.615421,1.409927,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Route de Blagnac 81, Sept Deniers",Sept Deniers,Toulouse,31200,Occitania
248067106,43.616052,1.414678,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Rue Jean Gayral 57, Sept Deniers",Sept Deniers,Toulouse,31200,Occitania
248093969,43.623469,3.862421,Correos,,,,,"Avenue Charles Flahault, Centre",Centre,Montpellier,34092,Occitania
248702756,43.573979,1.483739,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Rue Claude Gonin, Montaudran",Montaudran,Toulouse,31400,Occitania
248703038,43.565604,1.517453,Correos,,,,,Rond-Point du Commerce,,Saint-Orens-de-Gameville,31650,Occitania
250291187,43.596167,1.42277,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Place de la Patte d'Oie, Saint-Cyprien",Saint-Cyprien,Toulouse,31300,Occitania
250639404,42.821616,-1.650737,Correos,,Mo-Fr 13:00,,,"Travesía Bernardino Tirapu, Rochapea",Rochapea,Pamplona,31071,Navarra
250679940,43.612154,3.889858,Correos,,Mo-Sa 12:30,,,"Rue du Moulin de Sémalen, Centre",Centre,Montpellier,34000,Occitania
250809140,42.816247,-1.643126,Correos,,Mo-Fr 17:00,,,"Plaza del Castillo 25, Casco Antiguo",Casco Antiguo,Pamplona,31001,Navarra
251333807,43.647247,1.527582,Correos,,,,,Allée de l'Autan,,Montrabé,31850,Occitania
251335664,43.663956,1.501125,Correos,,Mo-Sa 09:30,,,Allée Victor Hugo,,Saint-Jean,31240,Occitania
251344517,43.612876,3.869049,Correos,,Mo-Fr 09:00; Sa 08:00,,,"Rue Richer de Belleval, Centre",Centre,Montpellier,34967,Occitania
251350636,43.614988,3.864388,Correos,,,,,"Accés Salle Jean XXIII, Centre",Centre,Montpellier,34967,Occitania
251636043,40.200209,-8.419801,Correos,,,,,"Rua do Brasil 49, Calhabé",Calhabé,Coímbra,3030-175,
252267356,43.594859,1.443901,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Place du Salin 19, Capitole / Arnaud Bernard / Carmes",Capitole / Arnaud Bernard / Carmes,Toulouse,31000,Occitania
253772297,41.81304,2.096946,Correos,,,,,Plaça de Sant Sebastià,,Moià,08180,Barcelona
255603902,40.448834,-3.785177,Correos,,,,,"Calle de la Golondrina, Moncloa-Aravaca",Moncloa-Aravaca,Madrid,28023,Comunidad de Madrid
256462873,36.880084,-2.004634,Correos,,Mo-Fr 13:00,,,Bahía de Las Negras,,Níjar,04116,Almería
257412157,42.81443,-1.659055,Correos,,,,,"Avenida de Bayona, San Juan",San Juan,Pamplona,31011,Navarra
257723719,40.476167,-3.707423,Correos,,,,,"Calle de Melchor Fernández Almagro, Altamira",Altamira,Madrid,28029,Comunidad de Madrid
257723791,40.478761,-3.708039,Correos,,Mo-Fr 17:00,,,"Avenida de Monforte de Lemos, Fuencarral",Fuencarral,Madrid,28029,Comunidad de Madrid
257909380,43.471407,1.548613,Correos,,Mo-Sa 09:30,,,"Place du Languedoc, Fontbazi",Fontbazi,Donneville,31450,Occitania
259070773,40.032161,-3.604231,Correos,,,,,"Plaza de la Constitución, Casco Antiguo",Casco Antiguo,Aranjuez,28300,Comunidad de Madrid
269685876,41.351325,2.086847,Correos,,,,,"Carrer de Lleó XIII, Almeda",Almeda,Cornellà de Llobregat,08940,Barcelona
272514466,43.094981,-0.053281,Correos,,Mo-Sa 09:00,,,Avenue Peyramale,,Lourdes,65100,Occitania
274850405,43.615333,1.302708,Correos,,,,,"Allée de l'Herbaudière, Monturon",Monturon,Colomiers,31770,Occitania
275885721,43.77037,4.021058,Correos,,,,,Rue des Anciens Métiers,,Galargues,34160,Occitania
277402075,42.549579,2.278945,Correos,,Mo-Sa 08:00,,,D 57a,,Souanyas,66360,Occitania
280697595,43.607644,3.890677,Correos,,"Mo-Fr 16:00, Sa 11:00",,,"Rue Léon Blum, Centre",Centre,Montpellier,34000,Occitania
280707462,43.407224,-8.170515,Correos,,,,,"Calle de la Inmaculada Concepción, Souto da Vila",Souto da Vila,Puentedeume,15600,Galicia
281267492,43.601,3.884395,Correos,,Mo-Fr 09:00; Sa 08:00,,,"Rue Frédéric Bazille, Prés d'Arènes",Prés d'Arènes,Montpellier,34000,Occitania
281766447,43.607725,3.886931,Correos,,Mo-Fr 09:00; Sa 08:00,,,"Place du Nombre d'Or, Centre",Centre,Montpellier,34000,Occitania
282323233,43.582067,3.930224,Correos,,Mo-Fr 09:00; Sa 08:00,,,"Véloligne 4a, Les Galines",Les Galines,Lattes,34470,Occitania
283189743,39.84389,3.133214,Correos,,Mo-Fr 13:00,,,"Carrer de Teodor Canet, Port d'Alcúdia",Port d'Alcúdia,Platja d'Alcúdia,07410,Islas Baleares
283189766,39.841315,3.128764,Correos,,,,,"Carretera de Artá, Port d'Alcúdia",Port d'Alcúdia,Platja d'Alcúdia,07410,Islas Baleares
283190087,39.839353,3.13207,Correos,,,,,"Paseo Marítimo, Port d'Alcúdia",Port d'Alcúdia,Platja d'Alcúdia,07410,Islas Baleares
285941736,43.543148,1.463341,Correos,,Mo-Sa 09:30,,,"Avenue de Gleyze-Vieille, Gleyze-Vieille",Gleyze-Vieille,Ramonville-Saint-Agne,31520,Occitania
286487511,43.775008,1.68074,Correos,,,,,"Avenue Rhin et Danube, Saint-Jean",Saint-Jean,Saint-Sulpice-la-Pointe,81370,Occitania
286706367,43.770248,1.69693,Correos,,,,,Avenue du Vacayrial,,Saint-Sulpice-la-Pointe,81370,Occitania
287645286,43.558027,1.464255,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Route de Narbonne 205, Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville",Rangueil / Sauzelong / Jules-Julien / Pech-David / Pouvourville,Toulouse,31400,Occitania
287998167,43.291336,-0.3581,Correos,,Mo-Sa 08:30,,,Rue Georges Clemenceau,,Bizanos,64320,Nueva Aquitania
288551677,43.622432,1.394733,Correos,,Mo-Sa 09:30,,,Rue Saint-Michel du Touch,,Blagnac,31700,Occitania
288551810,43.624277,1.392949,Correos,,Mo-Sa 09:30,,,Place de Verdun,,Blagnac,31700,Occitania
289134871,43.613519,1.342019,Correos,,,,,"Boulevard Marcel Dassault, Prat Couderc",Prat Couderc,Colomiers,31770,Occitania
289156974,43.301233,-0.331382,Correos,,Mo-Sa 08:30,,,Allée des Sapins,,Bizanos,64320,Nueva Aquitania
289692246,43.231173,3.253874,Correos,,,,,Chemin des Montilles,,Vendres,34350,Occitania
292332362,37.387132,-5.921551,Correos,,,,,"Calle El Alquián, Distrito Este-Alcosa-Torreblanca",Distrito Este-Alcosa-Torreblanca,Sevilla,41016,Sevilla
292428308,43.567341,1.464942,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Chemin des Maraîchers 30, Rangueil",Rangueil,Toulouse,31400,Occitania
292569969,41.664466,-0.883646,Correos,,,,,"Calle Valero Julián Ripol Urbano, Actur-Rey Fernando",Actur-Rey Fernando,Zaragoza,50003,Zaragoza
293396920,36.555234,-4.614314,Correos,,,,,"Avenida Nuestro Padre Jesús Cautivo, Los Boliches",Los Boliches,Fuengirola,29640,Málaga
293530694,42.819613,0.322629,Correos,,Mo-Sa 09:00,,,"Avenue des Thermes, Saint-Lary",Saint-Lary,Saint-Lary-Soulan,65170,Occitania
297322410,40.467277,-3.683657,Correos,,Mo-Fr 17:00,,,"Calle de Mateo Inurria, Chamartín",Chamartín,Madrid,28036,Comunidad de Madrid
297322435,40.460151,-3.680677,Correos,,Mo-Fr 17:00,,,"Avenida de Alfonso XIII, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
297322436,40.458393,-3.676321,Correos,,,,,"Calle de Costa Rica, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
297322444,40.458548,-3.65997,Correos,,,,,"Calle de López de Hoyos, Ciudad Lineal",Ciudad Lineal,Madrid,28016,Comunidad de Madrid
297605464,40.451972,-3.685306,Correos,,Mo-Fr 13:00,,,"Avenida de Concha Espina, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
297689996,40.451775,-3.677824,Correos,,,,,"Avenida de Concha Espina, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
297690000,40.446385,-3.670581,Correos,,,,,"Calle de López de Hoyos, Chamartín",Chamartín,Madrid,28002,Comunidad de Madrid
299981982,43.615551,3.881148,Correos,,,,,"Rue Proudhon, Centre",Centre,Montpellier,34062,Occitania
300605371,43.619401,1.320755,Correos,,Mo-Fr 09:30; Sa 08:00,,,"Allée du Dauphiné, Fourcaudis",Fourcaudis,Colomiers,31770,Occitania
300938054,43.6144,1.309705,Correos,,Mo-Sa 09:30,,,"Rond-Point des Contemplations, Le Perget",Le Perget,Colomiers,31770,Occitania
301503766,37.671538,-0.826453,Correos,,,,,"Calle Adelfas, Urbanización Estrella del Mar",Urbanización Estrella del Mar,Cartagena,30368,Región de Murcia
302494043,40.501917,-3.675933,Correos,,,,,"Calle Puente la Reina, Fuencarral",Fuencarral,Madrid,28050,Comunidad de Madrid
303618660,37.38899,-5.973538,Correos,,,,,"Avenida de Kansas City, San Pablo-Santa Justa",San Pablo-Santa Justa,Sevilla,41018,Sevilla
303673280,41.641002,-0.891708,Correos,,Mo-Fr 13:00,,,"Calle de Mariano Supervía, Romareda",Romareda,Zaragoza,50006,Zaragoza
303778283,43.607745,1.421252,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Rue Auguste Granier 7, Amidonniers / Compans-Caffarelli / Brouardel",Amidonniers / Compans-Caffarelli / Brouardel,Toulouse,31000,Occitania
303816123,40.482374,-3.664522,Correos,,,,,"Calle de Arturo Soria, Ciudad Lineal",Ciudad Lineal,Madrid,28033,Comunidad de Madrid
304571518,36.757889,-3.886584,Correos,,,,,Calle Pueblo Rocío,,Nerja,29789,Málaga
304571605,36.744641,-3.883163,Correos,,Mo-Fr 13:00;Sa 12:00,,,Calle Prolongación Antonio Millón,,Nerja,29789,Málaga
304571731,36.745818,-3.879779,Correos,,,,,Avenida Castilla Pérez,,Nerja,29780,Málaga
304571837,36.748696,-3.87854,Correos,,,,,Plaza de la Ermita,,Nerja,29789,Málaga
305041709,28.500798,-17.859687,Correos,,,,,"Carretera General Las Indias, Las Indias",Las Indias,Fuencaliente de La Palma,38749,Santa Cruz de Tenerife
305264532,28.645005,-17.880202,Correos,,,,,Carretera San Nicolás,,Celta,38750,Santa Cruz de Tenerife
305264583,28.58428,-17.880683,Correos,,,,,Carretera General Jedey,,El Paso,,Santa Cruz de Tenerife
309278568,28.073243,-16.731972,Correos,,,,,"Avenida Eugenio Domínguez Alfonso, San Eugenio Bajo",San Eugenio Bajo,Adeje,38660,Santa Cruz de Tenerife
314451983,28.37337,-16.793184,Correos,,,,,"Plaza de San Andrés, La Caleta de Interián",La Caleta de Interián,Garachico,38460,Santa Cruz de Tenerife
318316903,39.476023,-0.348558,Correos,,,,,"Calle del Serpis, Algirós",Algirós,Valencia,46021,Valencia
318321807,39.475291,-0.348802,Correos,,,,,"Calle de Leandro de Saralegui, Algirós",Algirós,Valencia,46021,Valencia
318325880,39.477338,-0.347531,Correos,,,,,"Calle de Bernat Fenollar, Algirós",Algirós,Valencia,46022,Valencia
318877328,28.095036,-17.341741,Correos,,Mo-Fr 13:00,,,Calle La Playa,,Valle Gran Rey,38870,Santa Cruz de Tenerife
319537339,28.738273,-13.868191,Correos,,,,,"Avenida Nuestra Señora del Carmen, Corralejo",Corralejo,La Oliva,35660,Las Palmas
319563715,28.168485,-17.19415,Correos,,,,,Carretera General,,Hermigua,38820,Santa Cruz de Tenerife
320753153,43.541885,1.332126,Correos,,Mo-Fr 09:00,,,"Avenue de Plaisance, Le Vivier",Le Vivier,Cugnaux,31270,Occitania
322667113,42.46877,-2.438528,Correos,,,,,"Avenida de la Constitución, Madre de Dios",Madre de Dios,Logroño,26003,La Rioja
322820296,43.288431,-0.380185,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Rue Jacques Terrier, XIV Juillet",XIV Juillet,Pau,64000,Nueva Aquitania
322851894,43.310705,-0.374923,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Rue du Mohédan, Pau Nord",Pau Nord,Pau,64000,Nueva Aquitania
323135084,28.109802,-17.281806,Correos,,Mo-Fr 13:00; Sa 12:00,,,Sin dirección registrada,,Vallehermoso,38840,Santa Cruz de Tenerife
324407642,40.436303,-3.641312,Correos,,Mo-Fr 13:00,,,"Calle de Vicente Espinel, Ciudad Lineal",Ciudad Lineal,Madrid,28017,Comunidad de Madrid
329486051,43.306328,-0.370048,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Rue du Général de Lorencez, Dufau-Tourasse",Dufau-Tourasse,Pau,64000,Nueva Aquitania
330900833,42.614588,2.424103,Correos,,,,,Avenue Beausoleil,,Prades,66500,Occitania
331420206,42.652586,2.387917,Correos,,,,,Carrer Major,,Molitg-les-Bains,66500,Occitania
331420208,42.651846,2.388575,Correos,,,,,Rambla Pau Casals,,Molitg-les-Bains,66500,Occitania
333144511,42.585948,2.18268,Correos,,,,,Carrer Llarg,,Railleu,66360,Occitania
334645553,42.643768,2.519231,Correos,,,,,"Avenue du Général de Gaulle, Résidence Les Sources",Résidence Les Sources,Vinça,66320,Occitania
334648643,42.638084,2.520814,Correos,,Mo-Sa 08:00,,,Chemin de la Riberette,,Vinça,66320,Occitania
334720294,42.628518,2.532815,Correos,,Mo-Fr 08:00; Sa 08:00,,,Route de Vinça,,Rigarda,66320,Occitania
334720878,42.640142,2.531097,Correos,,,,,"Route de Rigarda RD 36, Lotissement La Baronnie",Lotissement La Baronnie,Vinça,66320,Occitania
335172950,42.61414,2.418627,Correos,,,,,Rue du Grand Saule,,Prades,66500,Occitania
336231578,42.610629,2.416363,Correos,,,,,Place de la République,,Codalet,66500,Occitania
336543696,43.599975,1.323492,Correos,,Mo-Fr 09:30; Sa 08:00,,,"Allée du Mont Ventoux, Les Marots",Les Marots,Colomiers,31770,Occitania
338213502,42.650363,2.375979,Correos,,,,,Camí Clos,,Campôme,66500,Occitania
338889645,42.616119,2.428698,Correos,,,,,Chemin des Castors,,Prades,66500,Occitania
338920520,43.581593,1.464647,Correos,,"Mo-Fr 12:00, Sa 09:00",,,"Avenue de Lespinet, Pont des Demoiselles / Ormeau/ Montaudran / La Terrasse / Malepère",Pont des Demoiselles / Ormeau/ Montaudran / La Terrasse / Malepère,Toulouse,31400,Occitania
338928042,43.593473,1.391161,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Avenue de Lardenne, Lardenne / Pradettes / Basso-Cambo",Lardenne / Pradettes / Basso-Cambo,Toulouse,31100,Occitania
339425941,42.463808,-2.407178,Correos,,,,,"Plaza de la Iglesia, Varea",Varea,Logroño,26006,La Rioja
339779197,43.613453,1.33705,Correos,,,,,"Rue du Prat, Plein Centre",Plein Centre,Colomiers,31770,Occitania
340167379,42.624502,2.533599,Correos,,,,,Plaça del 19 Mars 1962,,Rigarda,66320,Occitania
340181476,42.617118,2.524567,Correos,,,,,Carrer Major,,Joch,66320,Occitania
340246340,42.615802,2.511469,Correos,,,,,Plaça Santa Coloma,,Finestret,66320,Occitania
340274425,42.612981,2.498149,Correos,,,,,"Plaça de l'Era, Hameau de l'Avall",Hameau de l'Avall,Espira-de-Conflent,66320,Occitania
340277936,42.616633,2.497535,Correos,,,,,"Carrer Major, Lotissement L'Oratoire",Lotissement L'Oratoire,Espira-de-Conflent,66320,Occitania
340428703,42.601119,2.485425,Correos,,,,,Rue de l'École,,Estoher,66320,Occitania
341293347,42.657036,2.56134,Correos,,Mo-Fr 10:00; Sa 08:00,,,"El Carrer Gran, Plein Soleil",Plein Soleil,Rodès,66320,Occitania
342279419,43.639881,1.522318,Correos,,,,,Chemin des Vignes,,Montrabé,31850,Occitania
344404268,40.413821,-3.726097,Correos,,Mo-Fr 13:00,,,"Paseo de Extremadura, Latina",Latina,Madrid,28008,Comunidad de Madrid
345197462,42.629619,2.425771,Correos,,,,,"Allée des Pêchers, Résidence La Castellane",Résidence La Castellane,Catllar,66500,Occitania
345219902,42.634221,2.420708,Correos,,,,,"Rue des Jardins, Résidence La Castellane",Résidence La Castellane,Catllar,66500,Occitania
345220680,42.634039,2.422763,Correos,,,,,"Place de la République, Résidence La Castellane",Résidence La Castellane,Catllar,66500,Occitania
345225414,42.626384,2.421795,Correos,,,,,"Rue des Courrioulettes, Mas Tixador",Mas Tixador,Prades,66500,Occitania
348004541,42.640667,2.484556,Correos,,,,,"Place de la Poste, Les Vergers du Canigou II",Les Vergers du Canigou II,Marquixanes,66320,Occitania
348425277,43.600437,3.879444,Correos,,Mo-Fr 09:00; Sa 08:00,,,"Rue Frédéric Fabrèges, Prés d'Arènes",Prés d'Arènes,Montpellier,34000,Occitania
349870995,42.570153,2.295573,Correos,,,,,Rue Lo Puig,,Jujols,66360,Occitania
353133360,40.504295,-3.70023,Correos,,,,,"Avenida del Monasterio de El Escorial, Fuencarral",Fuencarral,Madrid,28049,Comunidad de Madrid
353133734,40.504467,-3.704772,Correos,,,,,"Avenida del Monasterio de El Escorial, Fuencarral",Fuencarral,Madrid,28049,Comunidad de Madrid
354006868,43.298136,-0.364339,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Cours Bosquet, Centre Ville",Centre Ville,Pau,64000,Nueva Aquitania
354572475,41.764097,-2.467074,Correos,,,,,Plaza de San Esteban,,Soria,42002,Soria
354572776,41.77543,-2.484933,Correos,,,,,Calle A,,Soria,42005,Soria
354573124,41.783786,-2.482435,Correos,,,,,Calle Real,,Soria,42005,Soria
356968751,41.490606,2.141482,Correos,,,,,"Carrer d'Altimira, Centre",Centre,Cerdanyola del Vallès,08290,Barcelona
358176345,42.568869,2.254713,Correos,,,,,Carrer del Plouraïre,,Olette,66360,Occitania
358178164,42.559265,2.253912,Correos,,,,,Place du Souvenir Français,,Oreilla,66360,Occitania
359284581,40.452449,-3.667546,Correos,,,,,"Avenida de Ramón y Cajal, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
359292561,40.454265,-3.671504,Correos,,,,,"Calle de Víctor de la Serna, Chamartín",Chamartín,Madrid,28016,Comunidad de Madrid
359312517,40.446928,-3.70849,Correos,,,,,"Avenida de Pablo Iglesias, Chamberí",Chamberí,Madrid,28003,Comunidad de Madrid
359392860,40.446591,-3.712312,Correos,,,,,"Calle Estudiantes, Moncloa-Aravaca",Moncloa-Aravaca,Madrid,28003,Comunidad de Madrid
359412221,40.450181,-3.703374,Correos,,,,,"Calle de Bravo Murillo, Tetuán",Tetuán,Madrid,28003,Comunidad de Madrid
360502700,41.498835,2.120277,Correos,,,,,"Ronda de Serraparera, Serraperera",Serraperera,Cerdanyola del Vallès,08214,Barcelona
363879121,43.591898,1.411596,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Rue Corneille, Arènes",Arènes,Toulouse,31100,Occitania
364143040,43.294036,-0.351226,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Avenue Émile Ginot, Pau Sud",Pau Sud,Pau,64000,Nueva Aquitania
364202184,41.485299,2.128591,Correos,,,,,Plaça d'Europa,,Cerdanyola del Vallès,08290,Barcelona
364469081,43.595595,1.419142,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Avenue de Lombez, Casselardit / Fontaine-Bayonne / Cartoucherie",Casselardit / Fontaine-Bayonne / Cartoucherie,Toulouse,31300,Occitania
365519630,39.470788,-0.383545,Correos,,,,,"Calle de Guillem de Castro, Ciudad Vieja",Ciudad Vieja,Valencia,46008,Valencia
365621649,43.619766,1.424389,Correos,,Mo-Fr 12:00;Sa 09:00,,,"Chemin du Sang de Serp, Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisin / Fondeyre",Minimes / Barrière de Paris / Ponts-Jumeaux / La Vache / Raisin / Fondeyre,Toulouse,31200,Occitania
366062283,36.880304,-5.40803,Correos,,,,,Calle de la Alcaidia,,Algodonales,11680,Cádiz
366535210,37.392981,-5.999364,Correos,,Mo-Fr 13:00,,,"Plaza del Museo 9, Casco Antiguo",Casco Antiguo,Sevilla,41001,Sevilla
366804312,43.594558,1.428253,Correos,,Mo-Fr 12:00; Sa 09:00,,,"Rue de Cugnaux, Saint-Cyprien",Saint-Cyprien,Toulouse,31300,Occitania
366842218,37.384881,-5.986748,Correos,,,,,"Paseo Catalina de Ribera, Casco Antiguo",Casco Antiguo,Sevilla,41004,Sevilla
370317431,43.308364,-0.339166,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Rond-Point des Allées de Morlaàs, Pau Sud",Pau Sud,Pau,64000,Nueva Aquitania
370436576,43.312447,-0.326932,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Boulevard de la Paix, Le Hameau",Le Hameau,Pau,64000,Nueva Aquitania
370826519,43.310322,-0.332361,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Avenue Péboué, Pau Sud",Pau Sud,Pau,64000,Nueva Aquitania
373531094,41.493493,2.186641,Correos,,,,,"Carrer de València, Pla d'en Coll",Pla d'en Coll,Montcada i Reixac,08110,Barcelona
376086674,39.561546,-0.536558,Correos,,,,,"Avenida de la Generalidad, Montepilar",Montepilar,La Eliana,46183,Valencia
378379965,37.177964,-2.073246,Correos,,,,,Calle Los Arcos,,Lubrín,04271,Almería
379017975,42.613447,2.356367,Correos,,,,,"Route du Caillan, Conat Rive Droite",Conat Rive Droite,Conat,66500,Occitania
382506704,40.483083,-3.66844,Correos,,,,,"Calle de Caleruega, Ciudad Lineal",Ciudad Lineal,Madrid,28033,Comunidad de Madrid
382509339,40.479446,-3.67135,Correos,,,,,"Calle del Condado de Treviño, Ciudad Lineal",Ciudad Lineal,Madrid,28033,Comunidad de Madrid
385310179,41.490089,2.181006,Correos,,,,,Carrer Narcis Montiuriol,,Montcada i Reixac,08110,Barcelona
386886262,43.298785,-0.352932,Correos,,Mo-Fr 13:00; Sa 09:00,,,"Passage Trespoey, Pau Sud",Pau Sud,Pau,64000,Nueva Aquitania
393822575,43.287615,-0.350277,Correos,,Mo-Sa 08:30,,,"Place Maréchal Joffre, Lotissement du Stade",Lotissement du Stade,Bizanos,64320,Nueva Aquitania
403796732,41.638687,2.232621,Correos,,,,,"Carrer de Josep Irla, el Rieral",el Rieral,Santa Eulàlia de Ronçana,08175,Barcelona
